ms,target_x,target_y,cursor_x,cursor_y,error_x,error_y
0.5,614.6321,614.6321,613.0,609.0,1.6320801,5.63208
0.51666665,622.20984,622.20984,613.0,609.0,9.209839,13.209839
0.53333336,629.6718,629.6718,613.0,609.0,16.671814,20.671814
0.55,636.80334,636.80334,613.0,609.0,23.803345,27.803345
0.56666666,643.3922,643.3922,613.0,609.0,30.392212,34.392212
0.5833333,649.23566,649.23566,613.0,609.0,36.235657,40.235657
0.6,654.1478,654.1478,613.0,609.0,41.147827,45.147827
0.6166667,657.9658,657.9658,613.0,609.0,44.96582,48.96582
0.6333333,660.5561,660.5561,613.0,609.0,47.55609,51.55609
0.65,661.81946,661.81946,613.0,609.0,48.819458,52.819458
0.6666667,661.69556,661.69556,613.0,609.0,48.695557,52.695557
0.68333334,660.1656,660.1656,613.0,609.0,47.16559,51.16559
0.7,657.2541,657.2541,613.0,609.0,44.25409,48.25409
0.71666664,653.0294,653.0294,613.0,609.0,40.02942,44.02942
0.73333335,647.6025,647.6025,613.0,609.0,34.602478,38.602478
0.75,641.124,641.124,613.0,609.0,28.124023,32.124023
0.76666665,633.78064,633.78064,613.0,609.0,20.78064,24.78064
0.78333336,625.7896,625.7896,613.0,609.0,12.789612,16.789612
0.8,617.3924,617.3924,613.0,609.0,4.392395,8.392395
0.81666666,608.84705,608.84705,613.0,609.0,-4.152954,-0.1529541
0.8333333,600.42017,600.42017,613.0,609.0,-12.579834,-8.579834
0.85,592.3785,592.3785,613.0,609.0,-20.621521,-16.621521
0.8666667,584.97955,584.97955,613.0,609.0,-28.020447,-24.020447
0.8833333,578.4636,578.4636,613.0,609.0,-34.536377,-30.536377
0.9,573.0448,573.0448,613.0,609.0,-39.9552,-35.9552
0.9166667,568.9036,568.9036,613.0,609.0,-44.096375,-40.096375
0.93333334,566.1803,566.1803,613.0,609.0,-46.819702,-42.819702
0.95,564.9692,564.9692,613.0,609.0,-48.030823,-44.030823
0.96666664,565.3147,565.3147,613.0,609.0,-47.685303,-43.685303
0.98333335,567.2085,567.2085,613.0,609.0,-45.791504,-41.791504
1.0,570.58875,570.58875,613.0,609.0,-42.411255,-38.411255
1.0166667,575.3409,575.3409,613.0,609.0,-37.65912,-33.65912
1.0333333,581.30005,581.30005,613.0,609.0,-31.699951,-27.699951
1.05,588.25507,588.25507,613.0,609.0,-24.744934,-20.744934
1.0666667,595.9549,595.9549,613.0,609.0,-17.045105,-13.045105
1.0833334,604.1146,604.1146,613.0,609.0,-8.885376,-4.885376
1.1,612.4248,612.4248,613.0,609.0,-0.5751953,3.4248047
1.1166667,620.56006,620.56006,613.0,609.0,7.5600586,11.560059
1.1333333,628.1892,628.1892,613.0,609.0,15.189209,19.189209
1.15,634.9852,634.9852,613.0,609.0,21.98523,25.98523
1.1666666,640.6356,640.6356,613.0,609.0,27.63562,31.63562
1.1833333,644.8523,644.8523,613.0,609.0,31.852295,35.852295
1.2,647.3804,647.3804,613.0,609.0,34.38037,38.38037
1.2166667,648.00696,648.00696,613.0,609.0,35.006958,39.006958
1.2333333,646.56744,646.56744,613.0,609.0,33.567444,37.567444
1.25,642.9519,642.9519,613.0,609.0,29.951904,33.951904
1.2666667,637.1079,637.1079,613.0,609.0,24.10791,28.10791
1.2833333,629.04346,629.04346,613.0,609.0,16.043457,20.043457
1.3,618.82697,618.82697,613.0,609.0,5.8269653,9.826965
1.3166667,606.58496,606.58496,613.0,609.0,-6.415039,-2.415039
1.3333334,592.4996,592.4996,613.0,609.0,-20.500427,-16.500427
1.35,576.8023,576.8023,613.0,609.0,-36.197693,-32.197693
1.3666667,559.76764,559.76764,613.0,609.0,-53.23236,-49.23236
1.3833333,541.7047,541.7047,613.0,609.0,-71.29529,-67.29529
1.4,522.9482,522.9482,613.0,609.0,-90.05182,-86.05182
1.4166666,503.8477,503.8477,613.0,609.0,-109.15231,-105.15231
1.4333333,484.75775,484.75775,613.0,609.0,-128.24225,-124.24225
1.45,466.0266,466.0266,613.0,609.0,-146.97339,-142.97339
1.4666667,447.98618,447.98618,613.0,609.0,-165.01382,-161.01382
1.4833333,430.94165,430.94165,613.0,609.0,-182.05835,-178.05835
1.5,415.1623,415.1623,613.0,609.0,-197.8377,-193.8377
1.5166667,400.87408,400.87408,613.0,609.0,-212.12592,-208.12592
1.5333333,388.2526,388.2526,613.0,609.0,-224.7474,-220.7474
1.55,377.41858,377.41858,613.0,609.0,-235.58142,-231.58142
1.5666667,368.4345,368.4345,613.0,609.0,-244.56549,-240.56549
1.5833334,361.30334,361.30334,613.0,609.0,-251.69666,-247.69666
1.6,355.96924,355.96924,613.0,609.0,-257.03076,-253.03076
1.6166667,352.32007,352.32007,613.0,609.0,-260.67993,-256.67993
1.6333333,350.19177,350.19177,613.0,609.0,-262.80823,-258.80823
1.65,349.3738,349.3738,613.0,609.0,-263.6262,-259.6262
1.6666666,349.6173,349.6173,613.0,609.0,-263.3827,-259.3827
1.6833333,350.64304,350.64304,613.0,609.0,-262.35696,-258.35696
1.7,352.15106,352.15106,613.0,609.0,-260.84894,-256.84894
1.7166667,353.83044,353.83044,613.0,609.0,-259.16956,-255.16956
1.7333333,355.37015,355.37015,613.0,609.0,-257.62985,-253.62985
1.75,356.4683,356.4683,613.0,609.0,-256.5317,-252.53171
1.7666667,356.84277,356.84277,613.0,609.0,-256.15723,-252.15723
1.7833333,356.23993,356.23993,613.0,609.0,-256.76007,-252.76007
1.8,354.44257,354.44257,613.0,609.0,-258.55743,-254.55743
1.8166667,351.27686,351.27686,613.0,609.0,-261.72314,-257.72314
1.8333334,346.6175,346.6175,613.0,609.0,-266.3825,-262.3825
1.85,340.39117,340.39117,613.0,609.0,-272.60883,-268.60883
1.8666667,332.5792,332.5792,613.0,609.0,-280.4208,-276.4208
1.8833333,323.21674,323.21674,613.0,609.0,-289.78326,-285.78326
1.9,312.39224,312.39224,613.0,609.0,-300.60776,-296.60776
1.9166666,300.2433,300.2433,613.0,609.0,-312.7567,-308.7567
1.9333333,286.95233,286.95233,613.0,609.0,-326.04767,-322.04767
1.95,272.74045,272.74045,613.0,609.0,-340.25955,-336.25955
1.9666667,257.85992,257.85992,613.0,609.0,-355.14008,-351.14008
1.9833333,242.58652,242.58652,613.0,609.0,-370.41348,-366.41348
2.0,227.20996,227.20996,613.0,609.0,-385.79004,-381.79004
2.0166667,212.02554,212.02554,613.0,609.0,-400.97446,-396.97446
2.0333333,197.32523,197.32523,613.0,609.0,-415.67477,-411.67477
2.05,183.38785,183.38785,613.0,609.0,-429.61215,-425.61215
2.0666666,170.47263,170.47263,613.0,609.0,-442.52737,-438.52737
2.0833333,158.81052,158.81052,613.0,609.0,-454.18948,-450.18948
2.1,148.59866,148.59866,613.0,609.0,-464.40134,-460.40134
2.1166666,139.99539,139.99539,613.0,609.0,-473.0046,-469.0046
2.1333334,133.1164,133.1164,613.0,609.0,-479.8836,-475.8836
2.15,128.03378,128.03378,613.0,609.0,-484.96622,-480.96622
2.1666667,124.77368,124.77368,613.0,609.0,-488.22632,-484.22632
2.1833334,123.31882,123.31882,613.0,609.0,-489.68118,-485.68118
2.2,123.61044,123.61044,613.0,609.0,-489.38956,-485.38956
2.2166667,125.55151,125.55151,613.0,609.0,-487.4485,-483.4485
2.2333333,129.0122,129.0122,613.0,609.0,-483.9878,-479.9878
2.25,133.83551,133.83551,613.0,609.0,-479.1645,-475.1645
2.2666667,139.84314,139.84314,613.0,609.0,-473.15686,-469.15686
2.2833333,146.84357,146.84357,613.0,609.0,-466.15643,-462.15643
2.3,154.63824,154.63824,613.0,609.0,-458.36176,-454.36176
2.3166666,163.02881,163.02881,613.0,609.0,-449.9712,-445.9712
2.3333333,171.82413,171.82413,613.0,609.0,-441.17587,-437.17587
2.35,180.84647,180.84647,613.0,609.0,-432.15353,-428.15353
2.3666666,189.93646,189.93646,613.0,609.0,-423.06354,-419.06354
2.3833334,198.95874,198.95874,613.0,609.0,-414.04126,-410.04126
2.4,207.80344,207.80344,613.0,609.0,-405.19656,-401.19656
2.4166667,216.3905,216.3905,613.0,609.0,-396.6095,-392.6095
2.4333334,224.66916,224.66916,613.0,609.0,-388.33084,-384.33084
2.45,232.61874,232.61874,613.0,609.0,-380.38126,-376.38126
2.4666667,240.24619,240.24619,613.0,609.0,-372.7538,-368.7538
2.4833333,247.58432,247.58432,613.0,609.0,-365.41568,-361.41568
2.5,254.68802,254.68802,613.0,609.0,-358.31198,-354.31198
2.5166667,261.63016,261.63016,613.0,609.0,-351.36984,-347.36984
2.5333333,268.4956,268.4956,613.0,609.0,-344.5044,-340.5044
2.55,275.37753,275.37753,613.0,609.0,-337.62247,-333.62247
2.5666666,282.37012,282.37012,613.0,609.0,-330.62988,-326.62988
2.5833333,289.56378,289.56378,613.0,609.0,-323.43622,-319.43622
2.6,297.04007,297.04007,613.0,609.0,-315.95993,-311.95993
2.6166666,304.86636,304.86636,613.0,609.0,-308.13364,-304.13364
2.6333334,313.09167,313.09167,613.0,609.0,-299.90833,-295.90833
2.65,321.74332,321.74332,613.0,609.0,-291.25668,-287.25668
2.6666667,330.82465,330.82465,613.0,609.0,-282.17535,-278.17535
2.6833334,340.31357,340.31357,613.0,609.0,-272.68643,-268.68643
2.7,350.1622,350.1622,613.0,609.0,-262.8378,-258.8378
2.7166667,360.2974,360.2974,613.0,609.0,-252.7026,-248.7026
2.7333333,370.62354,370.62354,613.0,609.0,-242.37646,-238.37646
2.75,381.02374,381.02374,613.0,609.0,-231.97626,-227.97626
2.7666667,391.36554,391.36554,613.0,609.0,-221.63446,-217.63446
2.7833333,401.5038,401.5038,613.0,609.0,-211.49619,-207.49619
2.8,411.28644,411.28644,613.0,609.0,-201.71356,-197.71356
2.8166666,420.5603,420.5603,613.0,609.0,-192.4397,-188.4397
2.8333333,429.17587,429.17587,613.0,609.0,-183.82413,-179.82413
2.85,436.99323,436.99323,613.0,609.0,-176.00677,-172.00677
2.8666666,443.8875,443.8875,613.0,609.0,-169.11249,-165.11249
2.8833334,449.75378,449.75378,613.0,609.0,-163.24622,-159.24622
2.9,454.5109,454.5109,613.0,609.0,-158.4891,-154.4891
2.9166667,458.1053,458.1053,613.0,609.0,-154.89471,-150.89471
2.9333334,460.5132,460.5132,613.0,609.0,-152.48679,-148.48679
2.95,461.74265,461.74265,613.0,609.0,-151.25735,-147.25735
2.9666667,461.83344,461.83344,613.0,609.0,-151.16656,-147.16656
2.9833333,460.85638,460.85638,613.0,609.0,-152.14362,-148.14362
3.0,458.9118,458.9118,613.0,609.0,-154.0882,-150.0882
3.0166667,456.12665,456.12665,613.0,609.0,-156.87335,-152.87335
3.0333333,452.65067,452.65067,613.0,609.0,-160.34933,-156.34933
3.05,448.65262,448.65262,613.0,609.0,-164.34738,-160.34738
3.0666666,444.31372,444.31372,613.0,609.0,-168.68628,-164.68628
3.0833333,439.8233,439.8233,613.0,609.0,-173.1767,-169.1767
3.1,435.3725,435.3725,613.0,609.0,-177.6275,-173.6275
3.1166666,431.14795,431.14795,613.0,609.0,-181.85205,-177.85205
3.1333334,427.32675,427.32675,613.0,609.0,-185.67325,-181.67325
3.15,424.0703,424.0703,613.0,609.0,-188.92969,-184.92969
3.1666667,421.51978,421.51978,613.0,609.0,-191.48022,-187.48022
3.1833334,419.79172,419.79172,613.0,609.0,-193.20828,-189.20828
3.2,418.9748,418.9748,613.0,609.0,-194.0252,-190.0252
3.2166667,419.12665,419.12665,613.0,609.0,-193.87335,-189.87335
3.2333333,420.27338,420.27338,613.0,609.0,-192.72662,-188.72662
3.25,422.40863,422.40863,613.0,609.0,-190.59137,-186.59137
3.2666667,425.49414,425.49414,613.0,609.0,-187.50586,-183.50586
3.2833333,429.46204,429.46204,613.0,609.0,-183.53796,-179.53796
3.3,434.21667,434.21667,613.0,609.0,-178.78333,-174.78333
3.3166666,439.6388,439.6388,613.0,609.0,-173.3612,-169.3612
3.3333333,445.5894,445.5894,613.0,609.0,-167.41061,-163.41061
3.35,451.9153,451.9153,613.0,609.0,-161.08469,-157.08469
3.3666666,458.45322,458.45322,613.0,609.0,-154.54678,-150.54678
3.3833334,465.03644,465.03644,613.0,609.0,-147.96356,-143.96356
3.4,471.50043,471.50043,613.0,609.0,-141.49957,-137.49957
3.4166667,477.68747,477.68747,613.0,609.0,-135.31253,-131.31253
3.4333334,483.4522,483.4522,613.0,609.0,-129.54779,-125.54779
3.45,488.6668,488.6668,613.0,609.0,-124.33319,-120.33319
3.4666667,493.22467,493.22467,613.0,609.0,-119.77533,-115.77533
3.4833333,497.0437,497.0437,613.0,609.0,-115.9563,-111.9563
3.5,500.06934,500.06934,613.0,609.0,-112.930664,-108.930664
3.5166667,502.27563,502.27563,613.0,609.0,-110.724365,-106.724365
3.5333333,503.6664,503.6664,613.0,609.0,-109.33359,-105.33359
3.55,504.27472,504.27472,613.0,609.0,-108.72528,-104.72528
3.5666666,504.1621,504.1621,613.0,609.0,-108.83789,-104.83789
3.5833333,503.4165,503.4165,613.0,609.0,-109.583496,-105.583496
3.6,502.14923,502.14923,613.0,609.0,-110.85077,-106.85077
3.6166666,500.49185,500.49185,613.0,609.0,-112.50815,-108.50815
3.6333334,498.59265,498.59265,613.0,609.0,-114.40735,-110.40735
3.65,496.61157,496.61157,613.0,609.0,-116.38843,-112.38843
3.6666667,494.7163,494.7163,613.0,609.0,-118.28369,-114.28369
3.6833334,493.07712,493.07712,613.0,609.0,-119.92288,-115.92288
3.7,491.8625,491.8625,613.0,609.0,-121.13751,-117.13751
3.7166667,491.23495,491.23495,613.0,609.0,-121.765045,-117.765045
3.7333333,491.34622,491.34622,613.0,609.0,-121.65378,-117.65378
3.75,492.33423,492.33423,613.0,609.0,-120.66577,-116.66577
3.7666667,494.3195,494.3195,613.0,609.0,-118.68051,-114.68051
3.7833333,497.40253,497.40253,613.0,609.0,-115.59747,-111.59747
3.8,501.66214,501.66214,613.0,609.0,-111.33786,-107.33786
3.8166666,507.15363,507.15363,613.0,609.0,-105.846375,-101.846375
3.8333333,513.90857,513.90857,613.0,609.0,-99.09143,-95.09143
3.85,521.9347,521.9347,613.0,609.0,-91.06531,-87.06531
3.8666666,531.2159,531.2159,613.0,609.0,-81.78412,-77.78412
3.8833334,541.71405,541.71405,613.0,609.0,-71.28595,-67.28595
3.9,553.3703,553.3703,613.0,609.0,-59.6297,-55.6297
3.9166667,566.1067,566.1067,613.0,609.0,-46.89331,-42.89331
3.9333334,579.8288,579.8288,613.0,609.0,-33.171204,-29.171204
3.95,594.4277,594.4277,613.0,609.0,-18.572327,-14.572327
3.9666667,609.78284,609.78284,613.0,609.0,-3.217163,0.7828369
3.9833333,625.7652,625.7652,613.0,609.0,12.765198,16.765198
4.0,642.238,642.238,613.0,609.0,29.237976,33.237976
4.016667,659.06067,659.06067,613.0,609.0,46.06067,50.06067
4.0333333,676.0897,676.0897,613.0,609.0,63.08972,67.08972
4.05,693.1825,693.1825,613.0,609.0,80.182495,84.182495
4.0666666,710.1965,710.1965,613.0,609.0,97.19647,101.19647
4.0833335,726.99384,726.99384,613.0,609.0,113.993835,117.993835
4.1,743.43774,743.43774,613.0,609.0,130.43774,134.43774
4.116667,759.39954,759.39954,613.0,609.0,146.39954,150.39954
4.133333,774.75354,774.75354,613.0,609.0,161.75354,165.75354
4.15,789.3822,789.3822,613.0,609.0,176.3822,180.3822
4.1666665,803.173,803.173,613.0,609.0,190.17297,194.17297
4.1833334,816.0211,816.0211,613.0,609.0,203.02112,207.02112
4.2,827.8288,827.8288,613.0,609.0,214.8288,218.8288
4.2166667,838.5062,838.5062,613.0,609.0,225.50623,229.50623
4.233333,847.97046,847.97046,613.0,609.0,234.97046,238.97046
4.25,856.1482,856.1482,613.0,609.0,243.1482,247.1482
4.266667,862.9741,862.9741,613.0,609.0,249.97412,253.97412
4.2833333,868.3933,868.3933,613.0,609.0,255.39331,259.3933
4.3,872.3612,872.3612,613.0,609.0,259.3612,263.3612
4.3166666,874.8445,874.8445,613.0,609.0,261.84448,265.84448
4.3333335,875.82263,875.82263,613.0,609.0,262.82263,266.82263
4.35,875.28864,875.28864,613.0,609.0,262.28864,266.28864
4.366667,873.2502,873.2502,613.0,609.0,260.25018,264.25018
4.383333,869.7306,869.7306,613.0,609.0,256.7306,260.7306
4.4,864.7699,864.7699,613.0,607.0,251.7699,257.7699
4.4166665,858.4254,858.4254,612.0,586.0,246.42542,272.4254
4.4333334,850.7715,850.7715,604.0,554.0,246.77148,296.77148
4.45,841.90216,841.90216,600.0,532.0,241.90216,309.90216
4.4666667,831.92725,831.92725,599.0,515.0,232.92725,316.92725
4.483333,820.97516,820.97516,599.0,506.0,221.97516,314.97516
4.5,809.1893,809.1893,598.0,492.0,211.18927,317.18927
4.516667,796.72845,796.72845,597.0,479.0,199.72845,317.72845
4.5333333,783.76514,783.76514,597.0,473.0,186.76514,310.76514
4.55,770.47974,770.47974,598.0,458.0,172.47974,312.47974
4.5666666,757.06287,757.06287,603.0,438.0,154.06287,319.06287
4.5833335,743.70776,743.70776,610.0,403.0,133.70776,340.70776
4.6,730.6107,730.6107,616.0,363.0,114.61072,367.61072
4.616667,717.9642,717.9642,621.0,312.0,96.96417,405.96417
4.633333,705.95544,705.95544,624.0,285.0,81.955444,420.95544
4.65,694.7613,694.7613,627.0,260.0,67.76129,434.7613
4.6666665,684.5462,684.5462,629.0,238.0,55.546204,446.5462
4.6833334,675.45654,675.45654,631.0,215.0,44.456543,460.45654
4.7,667.61957,667.61957,634.0,193.0,33.619568,474.61957
4.7166667,661.1396,661.1396,635.0,175.0,26.139587,486.1396
4.733333,656.0956,656.0956,636.0,156.0,20.095581,500.09558
4.75,652.54016,652.54016,637.0,149.0,15.540161,503.54016
4.766667,650.49817,650.49817,637.0,143.0,13.498169,507.49817
4.7833333,649.9651,649.9651,637.0,133.0,12.965088,516.9651
4.8,650.9096,650.9096,637.0,118.0,13.909607,532.9096
4.8166666,653.27203,653.27203,637.0,104.0,16.272034,549.27203
4.8333335,656.9672,656.9672,637.0,90.0,19.967224,566.9672
4.85,661.8872,661.8872,637.0,77.0,24.887207,584.8872
4.866667,667.90173,667.90173,637.0,62.0,30.901733,605.90173
4.883333,674.86395,674.86395,636.0,51.0,38.863953,623.86395
4.9,682.6125,682.6125,636.0,43.0,46.612488,639.6125
4.9166665,690.97534,690.97534,636.0,36.0,54.97534,654.97534
4.9333334,699.7759,699.7759,636.0,33.0,63.77588,666.7759
4.95,708.8328,708.8328,635.0,31.0,73.832825,677.8328
4.9666667,717.96985,717.96985,635.0,30.0,82.96985,687.96985
4.983333,727.0137,727.0137,635.0,29.0,92.01367,698.0137
5.0,735.8031,735.8031,635.0,27.0,100.8031,708.8031
5.016667,744.1882,744.1882,635.0,26.0,109.18817,718.1882
5.0333333,752.034,752.034,635.0,26.0,117.034,726.034
5.05,759.2255,759.2255,635.0,23.0,124.225525,736.2255
5.0666666,765.6651,765.6651,635.0,22.0,130.6651,743.6651
5.0833335,771.2772,771.2772,635.0,19.0,136.27722,752.2772
5.1,776.0066,776.0066,635.0,17.0,141.00659,759.0066
5.116667,779.8191,779.8191,635.0,13.0,144.81909,766.8191
5.133333,782.7014,782.7014,635.0,11.0,147.70142,771.7014
5.15,784.65845,784.65845,635.0,9.0,149.65845,775.65845
5.1666665,785.7135,785.7135,635.0,8.0,150.7135,777.7135
5.1833334,785.90454,785.90454,635.0,7.0,150.90454,778.90454
5.2,785.2832,785.2832,635.0,7.0,150.2832,778.2832
5.2166667,783.9114,783.9114,635.0,6.0,148.91138,777.9114
5.233333,781.8589,781.8589,635.0,3.0,146.85889,778.8589
5.25,779.201,779.201,635.0,2.0,144.20099,777.201
5.266667,776.0156,776.0156,635.0,2.0,141.01562,774.0156
5.2833333,772.38086,772.38086,635.0,2.0,137.38086,770.38086
5.3,768.373,768.373,635.0,2.0,133.37299,766.373
5.3166666,764.06476,764.06476,635.0,2.0,129.06476,762.06476
5.3333335,759.52344,759.52344,635.0,2.0,124.52344,757.52344
5.35,754.8098,754.8098,635.0,2.0,119.809814,752.8098
5.366667,749.97766,749.97766,635.0,2.0,114.97766,747.97766
5.383333,745.0735,745.0735,635.0,2.0,110.07349,743.0735
5.4,740.1355,740.1355,635.0,2.0,105.1355,738.1355
5.4166665,735.19543,735.19543,635.0,2.0,100.195435,733.19543
5.4333334,730.2782,730.2782,635.0,2.0,95.2782,728.2782
5.45,725.4031,725.4031,635.0,2.0,90.403076,723.4031
5.4666667,720.5844,720.5844,635.0,2.0,85.58441,718.5844
5.483333,715.8335,715.8335,635.0,2.0,80.833496,713.8335
5.5,711.1592,711.1592,635.0,2.0,76.15918,709.1592
5.516667,706.56934,706.56934,635.0,2.0,71.569336,704.56934
5.5333333,702.0718,702.0718,635.0,2.0,67.07178,700.0718
5.55,697.6753,697.6753,635.0,2.0,62.675293,695.6753
5.5666666,693.3909,693.3909,635.0,2.0,58.39093,691.3909
5.5833335,689.2317,689.2317,635.0,2.0,54.23169,687.2317
5.6,685.2135,685.2135,635.0,2.0,50.2135,683.2135
5.616667,681.3542,681.3542,635.0,2.0,46.354187,679.3542
5.633333,677.67615,677.67615,635.0,2.0,42.676147,675.67615
5.65,674.2017,674.2017,635.0,2.0,39.20172,672.2017
5.6666665,670.95605,670.95605,635.0,2.0,35.956055,668.95605
5.6833334,667.96466,667.96466,635.0,2.0,32.96466,665.96466
5.7,665.2529,665.2529,635.0,2.0,30.25293,663.2529
5.7166667,662.8449,662.8449,635.0,2.0,27.84491,660.8449
5.733333,660.7623,660.7623,635.0,2.0,25.76233,658.7623
5.75,659.02405,659.02405,635.0,2.0,24.024048,657.02405
5.766667,657.64417,657.64417,635.0,2.0,22.644165,655.64417
5.7833333,656.63214,656.63214,635.0,2.0,21.632141,654.63214
5.8,655.99194,655.99194,635.0,2.0,20.991943,653.99194
5.8166666,655.7216,655.7216,635.0,2.0,20.721619,653.7216
5.8333335,655.81287,655.81287,635.0,2.0,20.812866,653.81287
5.85,656.2515,656.2515,635.0,2.0,21.251526,654.2515
5.866667,657.0183,657.0183,635.0,2.0,22.01831,655.0183
5.883333,658.0879,658.0879,635.0,2.0,23.08789,656.0879
5.9,659.43195,659.43195,635.0,2.0,24.431946,657.43195
5.9166665,661.018,661.018,635.0,2.0,26.018005,659.018
5.9333334,662.8116,662.8116,635.0,2.0,27.811584,660.8116
5.95,664.7781,664.7781,635.0,2.0,29.778076,662.7781
5.9666667,666.8821,666.8821,635.0,2.0,31.88208,664.8821
5.983333,669.0901,669.0901,635.0,2.0,34.090088,667.0901
6.0,671.3715,671.3715,635.0,2.0,36.37152,669.3715
6.016667,673.6989,673.6989,635.0,2.0,38.698914,671.6989
6.0333333,676.0493,676.0493,635.0,2.0,41.049316,674.0493
6.05,678.4048,678.4048,635.0,2.0,43.404785,676.4048
6.0666666,680.75226,680.75226,635.0,2.0,45.75226,678.75226
6.0833335,683.08374,683.08374,635.0,2.0,48.08374,681.08374
6.1,685.3965,685.3965,635.0,2.0,50.396484,683.3965
6.116667,687.6917,687.6917,635.0,2.0,52.69171,685.6917
6.133333,689.97406,689.97406,635.0,2.0,54.97406,687.97406
6.15,692.25055,692.25055,635.0,2.0,57.25055,690.25055
6.1666665,694.5296,694.5296,635.0,2.0,59.529602,692.5296
6.1833334,696.81934,696.81934,635.0,2.0,61.819336,694.81934
6.2,699.12585,699.12585,635.0,2.0,64.125854,697.12585
6.2166667,701.45355,701.45355,635.0,2.0,66.45355,699.45355
6.233333,703.80096,703.80096,635.0,2.0,68.800964,701.80096
6.25,706.1621,706.1621,635.0,2.0,71.16211,704.1621
6.266667,708.52484,708.52484,635.0,2.0,73.52484,706.52484
6.2833333,710.8698,710.8698,635.0,2.0,75.86981,708.8698
6.3,713.16986,713.16986,635.0,2.0,78.16986,711.16986
6.3166666,715.3919,715.3919,635.0,2.0,80.39191,713.3919
6.3333335,717.4949,717.4949,635.0,2.0,82.49487,715.4949
6.35,719.43225,719.43225,635.0,2.0,84.43225,717.43225
6.366667,721.15326,721.15326,635.0,2.0,86.15326,719.15326
6.383333,722.6031,722.6031,635.0,2.0,87.60309,720.6031
6.4,723.72705,723.72705,635.0,2.0,88.72705,721.72705
6.4166665,724.4703,724.4703,635.0,2.0,89.470276,722.4703
6.4333334,724.7816,724.7816,635.0,2.0,89.78162,722.7816
6.45,724.6159,724.6159,635.0,2.0,89.615906,722.6159
6.4666667,723.936,723.936,635.0,2.0,88.935974,721.936
6.483333,722.71515,722.71515,635.0,2.0,87.71515,720.71515
6.5,720.93945,720.93945,635.0,2.0,85.93945,718.93945
6.516667,718.60944,718.60944,635.0,2.0,83.609436,716.60944
6.5333333,715.7421,715.7421,635.0,2.0,80.74213,713.7421
6.55,712.37085,712.37085,635.0,2.0,77.37085,710.37085
6.5666666,708.5472,708.5472,635.0,2.0,73.54718,706.5472
6.5833335,704.3402,704.3402,635.0,2.0,69.34021,702.3402
6.6,699.83545,699.83545,635.0,2.0,64.83545,697.83545
6.616667,695.13446,695.13446,635.0,2.0,60.13446,693.13446
6.633333,690.35266,690.35266,635.0,2.0,55.35266,688.35266
6.65,685.61597,685.61597,635.0,2.0,50.615967,683.61597
6.6666665,681.0602,681.0602,635.0,2.0,46.06018,679.0602
6.6833334,676.82526,676.82526,635.0,2.0,41.825256,674.82526
6.7,673.05286,673.05286,635.0,2.0,38.052856,671.05286
6.7166667,669.8817,669.8817,635.0,2.0,34.881714,667.8817
6.733333,667.4456,667.4456,635.0,2.0,32.445618,665.4456
6.75,665.86633,665.86633,635.0,2.0,30.866333,663.86633
6.766667,665.25183,665.25183,635.0,2.0,30.251831,663.25183
6.7833333,665.6931,665.6931,635.0,2.0,30.693115,663.6931
